POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,382.4466,1043.5636,797.3435,0.0,0.0,0.0,-1024.2282,-9056.9773,484.9068,5313.582,-1736.6329,1052.0332,-636.2034,-2059.3630000000003,-1320.8031,-3380.1661
1,390.6843,1051.0094,776.4967,0.0,0.0,0.0,-996.1497,-9051.5696,495.7046,5347.8078,-1803.3155,1057.3725,-643.1993,-1986.0165000000015,-1389.1423,-3375.158800000001
2,431.786,1062.039,805.8516,0.0,0.0,0.0,-1022.8009,-9127.5411,483.7203,5340.8554,-1669.0953,1057.4056,-644.0841,-2026.0897000000004,-1255.7738,-3281.8635000000004
3,390.1534,1050.6203,798.4957,0.0,0.0,0.0,-999.1625,-9068.2519,474.8367,5331.9488,-1754.1171,1057.1646,-641.1621,-2021.3594999999987,-1338.1145999999999,-3359.4740999999985
4,382.1001,1020.3568,774.3309,0.0,0.0,0.0,-994.5837,-9027.4589,476.8936,5353.5505,-1797.2941,1058.7805,-645.2869,-2014.810699999999,-1383.8004999999998,-3398.6111999999994
5,389.2607,1019.7973,799.0536,0.0,0.0,0.0,-1024.6924,-9072.924,476.669,5372.604,-1759.8565,1060.3256,-637.0121,-2040.2318000000005,-1336.5430000000001,-3376.7748
6,389.9557,1055.1151,794.7631,0.0,0.0,0.0,-1028.8228,-9155.4706,483.7964,5360.7146,-1686.9202,1053.068,-642.8273,-2099.9485000000004,-1276.6795000000002,-3376.6280000000006
7,381.1794,1017.6376,788.6804,0.0,0.0,0.0,-987.0609,-9078.4766,472.9548,5329.8836,-1721.4865,1058.4262,-645.9725,-2075.2017000000005,-1309.0328,-3384.2345000000005
8,418.3225,1017.9449,750.6151,0.0,0.0,0.0,-995.7999,-9108.8758,465.6419,5351.5852,-1714.6174,1059.0357,-644.9402,-2100.5661,-1300.5219000000002,-3401.088
9,374.4199,1036.4489,802.0225,0.0,0.0,0.0,-986.8161,-9124.8926,484.7617,5400.2586,-1747.168,1053.8193,-639.6088,-2013.7970999999989,-1332.9574999999998,-3346.7545999999984
10,376.6573,1034.3332,784.9942,0.0,0.0,0.0,-984.6956,-9053.3622,478.7665,5328.3249,-1741.8768,1067.1863,-647.8452,-2034.9817000000003,-1322.5357,-3357.5173999999997
11,400.7502,1085.4846,782.8577,0.0,0.0,0.0,-1004.326,-9058.6577,478.0766,5337.5093,-1768.9074,1065.6082,-644.3127,-1978.3053,-1347.6119,-3325.9172000000003
12,399.1491,1046.7668,806.1775,0.0,0.0,0.0,-1000.0484,-9133.7996,472.1112,5339.2723,-1702.0708,1050.8236,-640.0317,-2070.3711000000003,-1291.2789,-3361.65
13,399.9681,1077.7794,791.5167,0.0,0.0,0.0,-1023.9921,-9041.3145,474.6273,5295.3402,-1726.9262,1055.6715,-637.3353,-2026.0749000000005,-1308.5900000000001,-3334.6649000000007
14,390.3814,1040.8941,787.4722,0.0,0.0,0.0,-1015.1623,-9050.8992,471.5431,5353.4345,-1774.2168,1060.6564,-644.6506,-2022.3361999999997,-1358.2109999999998,-3380.5472
15,419.9894,1034.1254,788.8243,0.0,0.0,0.0,-1004.6331,-9052.2116,472.0788,5338.7799,-1750.5287,1065.4286,-652.4739,-2003.0469000000003,-1337.574,-3340.6209
16,373.0629,1011.4734,791.5184,0.0,0.0,0.0,-1002.7366,-9023.5186,477.2437,5339.2153,-1798.7364,1062.2251,-646.4499,-2033.7414999999992,-1382.9611999999997,-3416.702699999999
17,384.8504,1079.1482,779.8278,0.0,0.0,0.0,-1025.0102,-9067.4518,472.4755,5357.2596,-1752.5936,1064.1907,-645.3867,-2018.9005000000006,-1333.7895999999998,-3352.6901000000007
18,379.1625,1033.6551,778.6404,0.0,0.0,0.0,-1011.7781,-9062.9118,493.4666,5343.9345,-1738.2036,1060.3823,-642.9316,-2045.8308000000006,-1320.7529,-3366.5837
19,396.4965,1043.5539,788.1861,0.0,0.0,0.0,-1009.0582,-9073.2247,470.5445,5329.4633,-1743.976,1068.807,-653.9147,-2054.0386000000008,-1329.0837000000001,-3383.122300000001
20,398.5534,1042.7245,782.5033,0.0,0.0,0.0,-1004.4574,-9104.0825,489.5706,5351.3869,-1722.0064,1062.4708,-649.0109,-2043.8011999999999,-1308.5465,-3352.3477000000003
21,405.7238,997.6382,757.3806,0.0,0.0,0.0,-985.722,-9042.9159,469.0311,5329.0374,-1768.1354,1065.0222,-648.9704,-2069.8268,-1352.0836,-3421.9103999999998
22,400.1027,1088.4168,808.372,0.0,0.0,0.0,-1011.7849,-9055.1994,473.9751,5329.7079,-1749.7402,1057.9159,-648.6728,-1966.4098000000004,-1340.4971,-3306.906900000001
23,388.2164,1025.2851,799.6369,0.0,0.0,0.0,-989.0767,-8998.3063,465.7927,5315.4996,-1817.7719,1072.5067,-657.4373,-1992.9523,-1402.7025,-3395.6548
24,401.3001,1037.9547,802.6502,0.0,0.0,0.0,-991.8289,-9063.1448,479.8344,5369.4293,-1798.7345,1067.158,-645.788,-1963.8050000000003,-1377.3645000000001,-3341.1695000000004
25,369.1988,1090.0261,785.7568,0.0,0.0,0.0,-995.2767,-8914.5061,479.0954,5340.5792,-1884.0622,1071.9538,-654.4261,-1845.1265000000003,-1466.5345000000002,-3311.6610000000005
26,373.466,1047.8646,800.9007,0.0,0.0,0.0,-1008.5546,-8915.542,475.6713,5321.7229,-1872.1486,1069.993,-651.5216,-1904.4710999999998,-1453.6772,-3358.1483
27,392.4697,1046.8614,765.7658,0.0,0.0,0.0,-985.0483,-8957.3905,480.2213,5359.4274,-1881.9321,1057.4528,-642.2873,-1897.6931999999997,-1466.7666,-3364.4597999999996
28,371.6763,1074.6221,775.8763,0.0,0.0,0.0,-1020.7491,-9005.3346,473.4211,5309.8232,-1775.7038,1058.0765,-642.6595,-2020.6647000000003,-1360.2868,-3380.9515
29,398.0596,1044.3903,805.6122,0.0,0.0,0.0,-999.9589,-9041.6906,471.7751,5369.2045,-1773.1412,1061.9841,-646.6885,-1952.6078000000007,-1357.8456,-3310.4534000000012
30,373.4597,1014.2541,795.7768,0.0,0.0,0.0,-977.5022,-9036.4095,475.5962,5314.0328,-1761.7894,1065.3861,-649.3165,-2040.7920999999997,-1345.7197999999999,-3386.5118999999995
31,384.9751,1034.1791,786.5556,0.0,0.0,0.0,-1028.2637,-8915.4712,467.9195,5303.8646,-1830.0977,1057.6843,-642.2559,-1966.241,-1414.6693,-3380.9103000000005
32,364.6945,1125.1114,774.3969,0.0,0.0,0.0,-1025.4353,-9039.3381,476.7197,5357.1772,-1778.9073,1047.1996,-632.2588,-1966.6737000000012,-1363.9665,-3330.640200000001
33,401.2126,1025.6127,759.8132,0.0,0.0,0.0,-1009.8002,-8920.626,475.1965,5332.8512,-1832.8393,1067.7486,-643.1566,-1935.7400000000007,-1408.2473000000002,-3343.9873000000007
34,372.4538,1070.9163,790.7035,0.0,0.0,0.0,-1005.0074,-9098.196,480.582,5331.2604,-1738.8337,1048.8817,-634.5388,-2057.2873999999993,-1324.4908,-3381.7781999999997
35,408.2988,1022.5056,799.596,0.0,0.0,0.0,-1021.241,-9077.496,503.6563,5368.3777,-1767.9479,1049.3872,-635.4598,-1996.302599999999,-1354.0205,-3350.323099999999
36,407.7028,1059.3886,800.7897,0.0,0.0,0.0,-1022.3749,-9100.1293,487.9578,5327.602,-1716.0252,1050.9181,-634.6593,-2039.0633000000007,-1299.7664,-3338.829700000001
37,393.9297,1094.2241,789.7842,0.0,0.0,0.0,-1013.3033,-9083.536,461.427,5295.9437,-1690.2149,1053.5878,-632.4487,-2061.5306,-1269.0758,-3330.6063999999997
38,385.6681,1042.1546,796.2189,0.0,0.0,0.0,-1006.6053,-9195.664,468.4367,5314.0778,-1624.0474,1057.1551,-642.5241,-2195.713200000001,-1209.4164,-3405.129600000001
39,397.4464,1098.827,786.5622,0.0,0.0,0.0,-1009.6281,-9069.2924,467.1296,5361.5389,-1738.2689,1069.9882,-653.2556,-1967.4164,-1321.5363,-3288.9527000000003
40,408.1002,1073.8129,805.1063,0.0,0.0,0.0,-1003.8186,-9039.892,470.3368,5340.4301,-1758.2356,1063.4347,-644.2811,-1945.9243000000006,-1339.0819999999999,-3285.006300000001
41,395.2491,1100.2361,793.1795,0.0,0.0,0.0,-1001.3326,-8993.9765,467.6789,5376.9739,-1828.7349,1062.5936,-649.7965,-1861.9916000000003,-1415.9378000000002,-3277.9294000000004
42,409.5256,1058.6676,785.3853,0.0,0.0,0.0,-984.4587,-8846.8613,482.6849,5336.9723,-1945.9187,1077.5577,-661.8906,-1758.0842999999995,-1530.2515999999998,-3288.335899999999
43,392.7632,997.6248,802.0664,0.0,0.0,0.0,-967.3905,-8968.0009,491.8649,5368.9593,-1859.797,1069.322,-660.2157,-1882.112799999999,-1450.6907,-3332.803499999999
44,371.6972,1031.3667,789.2702,0.0,0.0,0.0,-1003.5864,-8920.1999,484.87,5334.3885,-1881.1736,1064.8474,-652.8834,-1912.1936999999998,-1469.2096000000001,-3381.4033
45,401.7324,1025.6675,786.671,0.0,0.0,0.0,-1018.5298,-8876.6577,475.5085,5301.4483,-1869.2374,1067.8289,-651.5565,-1904.1598000000004,-1452.9650000000001,-3357.1248000000005
46,393.1591,1090.7948,777.5395,0.0,0.0,0.0,-976.6471,-8977.7938,473.8049,5291.679,-1820.4142,1076.3481,-659.1432,-1927.4636,-1403.2093,-3330.6729
47,399.3788,1029.7739,775.699,0.0,0.0,0.0,-989.5526,-9090.9507,472.1552,5341.9219,-1720.4454,1069.3976,-653.3092,-2061.574499999999,-1304.357,-3365.9314999999992
48,391.7506,1025.4266,779.5411,0.0,0.0,0.0,-976.1168,-9014.7906,462.9841,5327.4636,-1787.6364,1079.821,-656.7836,-2003.7414000000008,-1364.5990000000002,-3368.340400000001
49,380.0545,1029.2432,788.8312,0.0,0.0,0.0,-999.0525,-8904.3681,481.2693,5332.2264,-1901.4524,1072.3177,-658.4162,-1891.7960000000003,-1487.5508999999997,-3379.3469000000005
50,405.9432,1078.378,784.3303,0.0,0.0,0.0,-995.16,-8938.1553,469.9481,5285.1309,-1825.9761,1068.0557,-657.2018,-1909.5848000000005,-1415.1222000000002,-3324.7070000000003
51,406.4813,1072.3981,773.3825,0.0,0.0,0.0,-986.0518,-9037.4817,480.464,5346.805,-1778.2303,1060.2689,-645.927,-1944.0025999999998,-1363.8883999999998,-3307.891
52,415.2964,1051.8808,780.6849,0.0,0.0,0.0,-1015.9631,-9002.2999,454.1394,5324.7934,-1784.6177,1069.5819,-648.8338,-1991.468100000001,-1363.8696,-3355.3377000000005
