POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,410.3081,1086.4389,1732.395,0.0,0.0,0.0,-1040.6493,-8987.9162,499.5306,5303.8933,-1797.8325,1071.7601,-641.5641,-995.9996000000001,-1367.6365,-2363.6361
1,380.8701,1060.0555,1749.1865,0.0,0.0,0.0,-1019.8396,-8926.0756,500.7479,5290.7704,-1879.4125,1075.3511,-650.7277,-964.2847999999994,-1454.7891,-2419.0738999999994
2,403.0118,1042.7354,1729.308,0.0,0.0,0.0,-1008.0671,-8962.1552,488.9665,5255.4499,-1791.5128,1082.8355,-654.3894,-1050.7507000000005,-1363.0667,-2413.817400000001
3,406.3403,1126.1244,1724.7844,0.0,0.0,0.0,-1026.6026,-8893.2289,490.0861,5292.1963,-1865.4103,1080.9691,-657.8587,-880.3000000000011,-1442.2999,-2322.599900000001
4,384.6197,1065.8354,1745.1467,0.0,0.0,0.0,-1027.6479,-8983.0845,496.4027,5282.1743,-1778.7237,1077.7278,-656.7643,-1036.553600000001,-1357.7602000000002,-2394.3138000000013
5,381.5038,1085.1478,1741.5323,0.0,0.0,0.0,-1023.5627,-8974.371,495.8065,5313.9161,-1796.3017,1083.8278,-658.169,-980.0271999999995,-1370.6428999999998,-2350.6700999999994
6,401.2479,1036.6808,1712.9515,0.0,0.0,0.0,-1007.1897,-8915.4362,492.8773,5289.4891,-1842.736,1083.7332,-663.4714,-989.3792999999996,-1422.4742,-2411.8534999999997
7,412.0369,1062.181,1720.527,0.0,0.0,0.0,-1000.0312,-8961.1278,507.2832,5292.1334,-1817.265,1086.195,-667.4025,-966.9975000000004,-1398.4725000000003,-2365.4700000000007
8,398.1992,1056.0716,1713.3643,0.0,0.0,0.0,-1037.0644,-8890.5382,484.2501,5311.5044,-1861.3415,1087.9149,-656.6601,-964.2130000000006,-1430.0867,-2394.2997000000005
9,420.8807,1069.485,1744.9646,0.0,0.0,0.0,-1014.588,-8965.609,480.6485,5313.0559,-1816.8583,1094.4732,-670.9026,-951.1623,-1393.2877000000003,-2344.45
10,395.7327,1036.9951,1729.6684,0.0,0.0,0.0,-1024.328,-9054.6682,489.9908,5323.4684,-1761.6898,1086.3604,-660.0752,-1103.140800000001,-1335.4046,-2438.545400000001
11,384.0946,1096.8688,1729.7313,0.0,0.0,0.0,-1022.8869,-8997.5354,478.0478,5286.4659,-1756.0604,1088.1937,-661.9762,-1045.2138999999997,-1329.8429,-2375.0568
