Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,420.4617,1042.4415,773.9122,0.0,0.0,0.0,-997.0126,-8942.6683,476.0135,5417.4616,-1871.5308,1063.7938,-647.6988,-1809.3904000000002,-1455.4358000000002,-3264.8262000000004
1,401.9787,1072.9842,764.8813,0.0,0.0,0.0,-1013.3854,-8901.1877,454.4412,5440.3413,-1898.7069,1062.0408,-643.3132,-1779.9463999999998,-1479.9793,-3259.9257000000002
2,410.0667,1023.6879,776.4317,0.0,0.0,0.0,-1025.283,-9026.8911,461.9923,5415.9411,-1769.2264,1055.3407,-635.3887,-1964.054400000001,-1349.2744,-3313.3288000000007
3,371.2178,1095.0764,781.0014,0.0,0.0,0.0,-1015.0989,-9024.5117,478.8272,5416.2904,-1765.0332,1071.5664,-650.0233,-1897.197399999999,-1343.4901,-3240.687499999999
4,366.3262,1061.271,769.1523,0.0,0.0,0.0,-986.7003,-9106.7755,482.8138,5484.2724,-1754.8462,1062.4141,-648.9997,-1929.6401000000005,-1341.4317999999998,-3271.0719000000004
5,397.3892,1058.4751,779.1339,0.0,0.0,0.0,-1017.4231,-9017.8639,478.879,5441.2474,-1792.9347,1067.9187,-648.8885,-1880.1624000000002,-1373.9045,-3254.0669
6,405.6193,1049.637,755.4688,0.0,0.0,0.0,-1008.9488,-9042.4663,462.4265,5432.9897,-1776.569,1068.3865,-651.7902,-1945.2738000000008,-1359.9726999999998,-3305.2465000000007
7,418.348,1095.9729,768.2415,0.0,0.0,0.0,-1021.3603,-9108.179,469.2823,5416.0815,-1690.8298,1058.2561,-643.7223,-1961.6131000000005,-1276.2959999999998,-3237.9091000000003
8,394.2866,1089.7404,789.5598,0.0,0.0,0.0,-1006.21,-9114.9957,470.8858,5491.9219,-1734.3204,1066.9973,-648.9937,-1884.8111999999992,-1316.3168,-3201.1279999999992
9,394.3654,997.6917,789.0848,0.0,0.0,0.0,-992.8066,-9055.0081,478.2426,5472.232,-1807.4019,1062.088,-655.2729,-1916.198199999999,-1400.5868,-3316.784999999999
10,403.5497,1060.2849,781.3874,0.0,0.0,0.0,-1004.1654,-8991.3684,462.2033,5391.8858,-1758.0357,1072.6909,-652.307,-1896.2226999999993,-1337.6517999999999,-3233.874499999999
11,389.4563,998.7011,785.9142,0.0,0.0,0.0,-1015.2493,-9034.6846,480.2425,5469.4327,-1753.3148,1075.0582,-661.2443,-1926.1871,-1339.5009,-3265.688
