POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,394.5293,1086.3382,807.1226,0.0,0.0,0.0,-1021.7745,-9002.5826,462.1755,5245.9707,-1788.304,1064.3041,-640.9635,-2028.2208,-1364.9634,-3393.1841999999997
1,375.5012,1032.7177,818.127,0.0,0.0,0.0,-1050.503,-8958.767,471.6354,5292.7972,-1810.7634,1068.9062,-643.9476,-2018.4915,-1385.8048000000001,-3404.2963
2,378.9685,1060.3506,805.8468,0.0,0.0,0.0,-1025.8787,-8917.2006,476.7903,5255.058,-1839.3135,1075.3086,-655.8147,-1966.0651000000007,-1419.8195999999998,-3385.8847000000005
3,385.4283,1072.8437,821.3858,0.0,0.0,0.0,-1039.0117,-8949.3014,471.4922,5279.4121,-1851.199,1069.7,-648.9299,-1957.751000000001,-1430.4288999999999,-3388.179900000001
4,416.8424,1069.8538,815.1773,0.0,0.0,0.0,-979.0605,-9077.6109,491.7861,5291.9936,-1776.3374,1075.8756,-655.5091,-1971.0181999999995,-1355.9708999999998,-3326.9891
5,423.1515,1098.2074,776.2573,0.0,0.0,0.0,-1006.9034,-8944.2068,472.0138,5275.5925,-1891.0504,1080.1895,-657.3669,-1905.8877000000011,-1468.2278000000001,-3374.1155000000012
6,418.0662,1102.9979,778.9597,0.0,0.0,0.0,-1027.5845,-8959.4172,472.7874,5305.2047,-1859.8344,1075.6252,-654.0237,-1908.9857999999995,-1438.2329,-3347.2186999999994
7,397.0068,1053.1049,814.0464,0.0,0.0,0.0,-1022.0783,-8939.5991,480.4132,5264.0407,-1835.2479,1080.8274,-658.2392,-1953.0654000000004,-1412.6597000000002,-3365.7251000000006
8,405.6969,1065.5216,803.1503,0.0,0.0,0.0,-1019.0245,-9035.4748,464.1339,5269.6281,-1751.0642,1079.3201,-654.2092,-2046.3684999999996,-1325.9533000000001,-3372.3217999999997
9,395.8986,1048.8043,799.3,0.0,0.0,0.0,-1005.6878,-8931.305,472.2231,5295.2073,-1886.898,1090.8066,-666.7996,-1925.5595000000003,-1462.891,-3388.450500000001
10,413.4722,1081.4364,812.6453,0.0,0.0,0.0,-1014.3934,-9051.331,472.5284,5294.4223,-1767.7976,1075.5165,-655.3876,-1991.2197999999999,-1347.6687000000002,-3338.8885
11,400.5081,1026.4677,793.4631,0.0,0.0,0.0,-1005.854,-8990.4491,485.7216,5286.3969,-1828.5852,1075.5826,-658.2832,-2003.7457000000004,-1411.2858,-3415.0315
12,389.4394,1089.9852,800.1606,0.0,0.0,0.0,-999.1178,-9026.3225,490.11,5263.4291,-1777.751,1075.4031,-653.9817,-1992.3160000000007,-1356.3296,-3348.6456000000007
13,410.1309,1073.1084,806.915,0.0,0.0,0.0,-998.1592,-9067.0112,463.8916,5250.0647,-1712.1063,1082.0842,-656.6993,-2061.059800000001,-1286.7214,-3347.7812000000013
14,429.8818,1089.542,801.9521,0.0,0.0,0.0,-1037.264,-8894.3172,472.3649,5237.6353,-1875.29,1079.7926,-655.6385,-1900.2051000000001,-1451.1359,-3351.3410000000003
15,409.3431,1039.0738,819.0089,0.0,0.0,0.0,-1020.6829,-8892.1023,487.9357,5284.691,-1917.1841,1083.7616,-659.319,-1872.7327000000005,-1492.7414999999999,-3365.4742
16,397.3039,1037.0548,811.1619,0.0,0.0,0.0,-1021.4945,-8926.5722,473.1377,5258.2729,-1844.6964,1079.4902,-661.4516,-1971.1355000000003,-1426.6578,-3397.7933
17,402.1153,1048.7886,795.9876,0.0,0.0,0.0,-1023.0121,-8993.861,468.2065,5249.2092,-1769.4526,1084.546,-656.9302,-2052.5659000000005,-1341.8368,-3394.4027000000006
18,393.4316,1041.5458,795.8778,0.0,0.0,0.0,-1003.1978,-9067.0089,471.4217,5273.3637,-1748.8285,1077.5766,-657.4901,-2094.566100000001,-1328.742,-3423.308100000001
19,382.9785,1080.7887,798.3624,0.0,0.0,0.0,-1019.9906,-9104.5079,473.7073,5275.5904,-1658.1489,1067.347,-646.8194,-2113.0712000000003,-1237.6212999999998,-3350.6925000000006
20,356.3154,1103.6798,807.0752,0.0,0.0,0.0,-1004.2804,-9134.0875,487.2697,5296.9708,-1659.5877,1071.1033,-652.32,-2087.0570000000007,-1240.8044,-3327.861400000001
21,406.9153,1055.0983,824.9956,0.0,0.0,0.0,-1010.3408,-9004.6191,472.0134,5280.7029,-1791.8494,1077.4443,-651.603,-1975.2343999999994,-1366.0081,-3341.2424999999994
22,406.7053,1080.6181,810.7223,0.0,0.0,0.0,-1000.2681,-8948.4666,471.5255,5277.8886,-1828.9563,1084.1585,-659.238,-1901.2748999999994,-1404.0358,-3305.310699999999
23,383.3469,1045.6366,798.2436,0.0,0.0,0.0,-1016.4734,-8941.0891,466.0355,5264.7948,-1852.0654,1086.9037,-662.9858,-1999.5050999999994,-1428.1475,-3427.652599999999
24,407.5136,1030.4985,815.6993,0.0,0.0,0.0,-1023.8797,-9092.9413,473.0917,5271.11,-1701.6252,1075.5401,-649.935,-2118.9079,-1276.0201,-3394.9280000000003
25,387.6839,1031.2272,819.0633,0.0,0.0,0.0,-1000.2396,-9125.7526,482.6112,5277.2927,-1692.5539,1074.8455,-648.4156,-2128.1138999999994,-1266.1240000000003,-3394.237899999999
26,412.3673,1100.6952,808.0459,0.0,0.0,0.0,-1027.9675,-9092.0044,476.5377,5284.931,-1703.1304,1077.4065,-649.6544,-2037.3948,-1275.3782999999999,-3312.7731
27,426.1686,1039.1105,800.1761,0.0,0.0,0.0,-1004.4306,-9051.2532,473.1648,5290.1783,-1779.0781,1081.6826,-658.1309,-2026.8855000000003,-1355.5263999999997,-3382.4119
28,434.472,1084.4784,819.9164,0.0,0.0,0.0,-1007.1836,-9012.32,460.4632,5218.7412,-1733.7802,1077.7231,-655.2225,-2001.4323999999997,-1311.2795999999998,-3312.7119999999995
29,413.8781,1085.7066,823.6863,0.0,0.0,0.0,-1030.9515,-9009.4981,488.0084,5285.9991,-1803.1311,1066.6193,-644.0064,-1943.1711000000014,-1380.5182,-3323.689300000002
30,406.2092,1045.0926,809.973,0.0,0.0,0.0,-1024.1177,-9153.6396,486.3244,5318.2574,-1693.0544,1063.3118,-641.2245,-2111.9006999999992,-1270.9671,-3382.867799999999
31,422.0567,1076.8075,788.2951,0.0,0.0,0.0,-1013.1196,-9094.6036,471.2879,5311.0814,-1765.9827,1079.7595,-659.5635,-2038.1945999999998,-1345.7867,-3383.9813000000004
32,406.3877,1114.3956,783.0546,0.0,0.0,0.0,-1001.4999,-9007.8054,473.7442,5322.0822,-1835.509,1085.628,-664.0231,-1909.6409999999996,-1413.9041000000002,-3323.5451
33,389.0348,1121.1385,808.3571,0.0,0.0,0.0,-997.9641,-9104.2536,472.1925,5313.7721,-1743.5768,1077.8365,-656.5946,-1997.7227000000003,-1322.3349000000003,-3320.0576
